months,CAGR,annualized_arithmetic_mean,annualized_volatility,zero_rate_Sharpe,ending_growth_of_1,max_drawdown,recovery_return_required,months_underwater,share_months_underwater,longest_underwater_run_months,drawdown_area_months,base_return_path,variant,average_unhedged_weight,state_changes
218,0.10801162614373427,0.10697207722875557,0.08973663255034887,1.192066987456169,6.444982845821743,-0.1033927593264432,0.11531555249182644,126,0.5779816513761468,18,3.577407298919521,gross_underlying,fully_hedged_proxy,0.0,0
218,0.11989840730414558,0.11724106618863168,0.0840864771048779,1.3942915701225216,7.823691619632812,-0.09389996824303282,0.10363090713169573,105,0.481651376146789,12,2.003734362931872,gross_underlying,fixed_50_unhedged,0.5,0
218,0.1278504651040968,0.12751005514850777,0.11571911557077688,1.1018927557437064,8.896844515240783,-0.14315234047362035,0.16706860184778638,122,0.5596330275229358,12,3.768668161604009,gross_underlying,fully_unhedged,1.0,0
218,0.13254767129187472,0.12837430428764243,0.08170046354222743,1.5712799991800697,9.594586464182907,-0.06930107441591016,0.07446132418431455,102,0.46788990825688076,7,1.704703567278151,gross_underlying,legacy_dynamic_90_50_10,0.5311926605504587,29
218,0.09359850965512195,0.09377675581686701,0.08973772858496955,1.0450092429971976,5.080643157772236,-0.10751181108010399,0.12046300714658932,133,0.6100917431192661,23,4.30620633705421,net25_underlying,fully_hedged_proxy,0.0,0
218,0.10533066647992406,0.10402675325080886,0.08400927109272302,1.23827706034959,6.167492799701828,-0.09460593832016595,0.1044914499932081,120,0.5504587155963303,16,2.414809812270959,net25_underlying,fixed_50_unhedged,0.5,0
218,0.11317928318531423,0.11427675068475074,0.11555091108815299,0.9889731686976471,7.013469747468088,-0.14491037555937902,0.16946805506402432,134,0.6146788990825688,16,4.308022361103642,net25_underlying,fully_unhedged,1.0,0
218,0.11781538768574706,0.1151486473685182,0.08163455602698641,1.410538048745593,7.563506565809929,-0.07026279688990067,0.07557274964889209,114,0.5229357798165137,12,2.0824693480988112,net25_underlying,legacy_dynamic_90_50_10,0.5311926605504587,29
