holding_month,base_return_path,variant,unhedged_weight,portfolio_return
2020-03,net25_underlying,fully_hedged_proxy,0.0,-0.028129836349216
2020-04,net25_underlying,fully_hedged_proxy,0.0,0.0478202236858662
2020-05,net25_underlying,fully_hedged_proxy,0.0,0.0178404485086428
2020-06,net25_underlying,fully_hedged_proxy,0.0,0.0239757907844518
2020-07,net25_underlying,fully_hedged_proxy,0.0,0.0611635670479831
2020-08,net25_underlying,fully_hedged_proxy,0.0,0.0426079372796469
2020-09,net25_underlying,fully_hedged_proxy,0.0,-0.030919156952962
2020-10,net25_underlying,fully_hedged_proxy,0.0,-0.0166317301680242
2020-11,net25_underlying,fully_hedged_proxy,0.0,0.0695691391966328
2020-12,net25_underlying,fully_hedged_proxy,0.0,0.0549317313379464
2021-01,net25_underlying,fully_hedged_proxy,0.0,0.003679652477568
2021-02,net25_underlying,fully_hedged_proxy,0.0,0.0108087910491047
2021-03,net25_underlying,fully_hedged_proxy,0.0,0.008307228669574
2021-04,net25_underlying,fully_hedged_proxy,0.0,0.0381611758871658
2021-05,net25_underlying,fully_hedged_proxy,0.0,0.0152423973673542
2021-06,net25_underlying,fully_hedged_proxy,0.0,0.0102111286162273
2021-07,net25_underlying,fully_hedged_proxy,0.0,0.0096524422118044
2021-08,net25_underlying,fully_hedged_proxy,0.0,0.0096831350964094
2021-09,net25_underlying,fully_hedged_proxy,0.0,-0.0399600999958821
2021-10,net25_underlying,fully_hedged_proxy,0.0,0.0434093035750487
2021-11,net25_underlying,fully_hedged_proxy,0.0,-0.0178341498889572
2021-12,net25_underlying,fully_hedged_proxy,0.0,0.0239494328822436
2022-01,net25_underlying,fully_hedged_proxy,0.0,-0.0318968259276936
2022-02,net25_underlying,fully_hedged_proxy,0.0,0.0018939527299109
2022-03,net25_underlying,fully_hedged_proxy,0.0,0.0175308670639325
2022-04,net25_underlying,fully_hedged_proxy,0.0,-0.0224592600572983
2022-05,net25_underlying,fully_hedged_proxy,0.0,-0.0008282824103098
2022-06,net25_underlying,fully_hedged_proxy,0.0,-0.0203098527391977
2022-07,net25_underlying,fully_hedged_proxy,0.0,0.010320402054231
2022-08,net25_underlying,fully_hedged_proxy,0.0,-0.0155710982719918
2022-09,net25_underlying,fully_hedged_proxy,0.0,-0.0228558485290957
2022-10,net25_underlying,fully_hedged_proxy,0.0,0.0051850510022694
2022-11,net25_underlying,fully_hedged_proxy,0.0,0.0193523336176822
2022-12,net25_underlying,fully_hedged_proxy,0.0,-0.0159005006093613
2023-01,net25_underlying,fully_hedged_proxy,0.0,0.0361668616718295
2023-02,net25_underlying,fully_hedged_proxy,0.0,-0.0285933849079948
2023-03,net25_underlying,fully_hedged_proxy,0.0,0.0229749018577795
2023-04,net25_underlying,fully_hedged_proxy,0.0,0.0090290851938335
2023-05,net25_underlying,fully_hedged_proxy,0.0,0.0039979648861817
2023-06,net25_underlying,fully_hedged_proxy,0.0,0.0149262037843629
2023-07,net25_underlying,fully_hedged_proxy,0.0,0.019880584061577
2023-08,net25_underlying,fully_hedged_proxy,0.0,-0.0135953071970299
2023-09,net25_underlying,fully_hedged_proxy,0.0,-0.0209681139574254
2023-10,net25_underlying,fully_hedged_proxy,0.0,-0.0010545642333657
2023-11,net25_underlying,fully_hedged_proxy,0.0,0.0264150502667111
2023-12,net25_underlying,fully_hedged_proxy,0.0,0.0409570255241655
2024-01,net25_underlying,fully_hedged_proxy,0.0,-0.0106365030206042
2024-02,net25_underlying,fully_hedged_proxy,0.0,0.014820520918495
2024-03,net25_underlying,fully_hedged_proxy,0.0,0.0273987833558082
2024-04,net25_underlying,fully_hedged_proxy,0.0,-0.0301868780263771
2024-05,net25_underlying,fully_hedged_proxy,0.0,0.0180077363119819
2024-06,net25_underlying,fully_hedged_proxy,0.0,0.0251997598266842
2024-07,net25_underlying,fully_hedged_proxy,0.0,0.006326045782761
2024-08,net25_underlying,fully_hedged_proxy,0.0,0.0175154000428377
2024-09,net25_underlying,fully_hedged_proxy,0.0,0.0281615146714812
2024-10,net25_underlying,fully_hedged_proxy,0.0,-0.0106237211125838
2024-11,net25_underlying,fully_hedged_proxy,0.0,0.0195808667740155
2024-12,net25_underlying,fully_hedged_proxy,0.0,-0.0213795431758503
2025-01,net25_underlying,fully_hedged_proxy,0.0,0.0157120892600091
2025-02,net25_underlying,fully_hedged_proxy,0.0,-0.0060643585600106
2025-03,net25_underlying,fully_hedged_proxy,0.0,-0.0141131342237391
2025-04,net25_underlying,fully_hedged_proxy,0.0,-0.0008126461272173
2025-05,net25_underlying,fully_hedged_proxy,0.0,0.0108588443191927
2025-06,net25_underlying,fully_hedged_proxy,0.0,0.0406432882399963
2025-07,net25_underlying,fully_hedged_proxy,0.0,0.0001643294417106
2025-08,net25_underlying,fully_hedged_proxy,0.0,0.0203037379520222
2025-09,net25_underlying,fully_hedged_proxy,0.0,0.0635035225052305
2025-10,net25_underlying,fully_hedged_proxy,0.0,0.0486852267827471
2025-11,net25_underlying,fully_hedged_proxy,0.0,-0.0022872039767903
2025-12,net25_underlying,fully_hedged_proxy,0.0,0.0193134999392773
2026-01,net25_underlying,fully_hedged_proxy,0.0,0.077263379846137
2026-02,net25_underlying,fully_hedged_proxy,0.0,0.05978788226497
2026-03,net25_underlying,fully_hedged_proxy,0.0,-0.0706722937719189
2026-04,net25_underlying,fully_hedged_proxy,0.0,0.0728646455258244
2026-05,net25_underlying,fully_hedged_proxy,0.0,0.0645999739493945
2026-06,net25_underlying,fully_hedged_proxy,0.0,-0.0217791281662207
2026-07,net25_underlying,fully_hedged_proxy,0.0,-0.0477437962326428
2008-06,net25_underlying,fixed_50_unhedged,0.5,0.006243905105193569
2008-07,net25_underlying,fixed_50_unhedged,0.5,-0.03701431823973221
2008-08,net25_underlying,fixed_50_unhedged,0.5,0.0331176734132215
2008-09,net25_underlying,fixed_50_unhedged,0.5,0.0008647498118891147
2008-10,net25_underlying,fixed_50_unhedged,0.5,-0.000302079483863512
2008-11,net25_underlying,fixed_50_unhedged,0.5,0.12264017682061532
2008-12,net25_underlying,fixed_50_unhedged,0.5,-0.03527945802469987
2009-01,net25_underlying,fixed_50_unhedged,0.5,0.012511314323627582
2009-02,net25_underlying,fixed_50_unhedged,0.5,0.040076607702790756
2009-03,net25_underlying,fixed_50_unhedged,0.5,-0.028718451059807696
2009-04,net25_underlying,fixed_50_unhedged,0.5,-0.029358774331054875
2009-05,net25_underlying,fixed_50_unhedged,0.5,0.03415028478363829
2009-06,net25_underlying,fixed_50_unhedged,0.5,-0.007948145505012834
2009-07,net25_underlying,fixed_50_unhedged,0.5,0.06155191011672026
2009-08,net25_underlying,fixed_50_unhedged,0.5,0.018002779312844237
2009-09,net25_underlying,fixed_50_unhedged,0.5,0.033508411401010976
2009-10,net25_underlying,fixed_50_unhedged,0.5,-0.021657546425178
2009-11,net25_underlying,fixed_50_unhedged,0.5,0.05528519837475001
2009-12,net25_underlying,fixed_50_unhedged,0.5,0.014469292592725702
2010-01,net25_underlying,fixed_50_unhedged,0.5,-0.039423522199100045
2010-02,net25_underlying,fixed_50_unhedged,0.5,0.022261304341865042
2010-03,net25_underlying,fixed_50_unhedged,0.5,0.04356145588229995
2010-04,net25_underlying,fixed_50_unhedged,0.5,0.020650142986398362
2010-05,net25_underlying,fixed_50_unhedged,0.5,-0.017627260753975797
2010-06,net25_underlying,fixed_50_unhedged,0.5,0.0033591339415229024
2010-07,net25_underlying,fixed_50_unhedged,0.5,0.0017450035035249285
2010-08,net25_underlying,fixed_50_unhedged,0.5,0.009642488066560104
2010-09,net25_underlying,fixed_50_unhedged,0.5,0.010073725252128112
2010-10,net25_underlying,fixed_50_unhedged,0.5,0.028488720893861237
2010-11,net25_underlying,fixed_50_unhedged,0.5,0.0076899764869505696
2010-12,net25_underlying,fixed_50_unhedged,0.5,0.029395277527474124
2011-01,net25_underlying,fixed_50_unhedged,0.5,0.0012532698824991224
2011-02,net25_underlying,fixed_50_unhedged,0.5,0.028160492588129554
2011-03,net25_underlying,fixed_50_unhedged,0.5,-0.007798600475231088
2011-04,net25_underlying,fixed_50_unhedged,0.5,0.030003123815594626
2011-05,net25_underlying,fixed_50_unhedged,0.5,-0.015030071946710091
2011-06,net25_underlying,fixed_50_unhedged,0.5,-0.02406295411475281
2011-07,net25_underlying,fixed_50_unhedged,0.5,0.004708405340118676
2011-08,net25_underlying,fixed_50_unhedged,0.5,0.011630860551987834
2011-09,net25_underlying,fixed_50_unhedged,0.5,0.01610348941968598
2011-10,net25_underlying,fixed_50_unhedged,0.5,-0.0008201508734601032
2011-11,net25_underlying,fixed_50_unhedged,0.5,0.010211593654697693
2011-12,net25_underlying,fixed_50_unhedged,0.5,-0.001117837443804841
2012-01,net25_underlying,fixed_50_unhedged,0.5,0.026992501345378752
2012-02,net25_underlying,fixed_50_unhedged,0.5,0.012678794457405102
2012-03,net25_underlying,fixed_50_unhedged,0.5,0.0207092652048493
2012-04,net25_underlying,fixed_50_unhedged,0.5,-0.006859742958147837
2012-05,net25_underlying,fixed_50_unhedged,0.5,0.00023963013058721574
2012-06,net25_underlying,fixed_50_unhedged,0.5,0.007015026536067968
2012-07,net25_underlying,fixed_50_unhedged,0.5,0.0017166921264092586
2012-08,net25_underlying,fixed_50_unhedged,0.5,0.013814675951009481
2012-09,net25_underlying,fixed_50_unhedged,0.5,-0.008017330426668993
2012-10,net25_underlying,fixed_50_unhedged,0.5,-0.03141525447742773
2012-11,net25_underlying,fixed_50_unhedged,0.5,0.0040139098189002865
2012-12,net25_underlying,fixed_50_unhedged,0.5,0.0020396318144570696
2013-01,net25_underlying,fixed_50_unhedged,0.5,0.03823472054868999
2013-02,net25_underlying,fixed_50_unhedged,0.5,-0.008003930155621989
2013-03,net25_underlying,fixed_50_unhedged,0.5,0.014094976763577488
2013-04,net25_underlying,fixed_50_unhedged,0.5,0.02220835850007591
2013-05,net25_underlying,fixed_50_unhedged,0.5,-0.006040646281567126
2013-06,net25_underlying,fixed_50_unhedged,0.5,-0.02409868920892933
2013-07,net25_underlying,fixed_50_unhedged,0.5,0.02066636856631544
2013-08,net25_underlying,fixed_50_unhedged,0.5,-0.010568343630423686
2013-09,net25_underlying,fixed_50_unhedged,0.5,-0.006285915609036599
2013-10,net25_underlying,fixed_50_unhedged,0.5,0.01787491948606075
2013-11,net25_underlying,fixed_50_unhedged,0.5,0.0091900808936279
2013-12,net25_underlying,fixed_50_unhedged,0.5,0.005139744415653649
2014-01,net25_underlying,fixed_50_unhedged,0.5,-0.00376902217156881
2014-02,net25_underlying,fixed_50_unhedged,0.5,0.014309644642037116
2014-03,net25_underlying,fixed_50_unhedged,0.5,-0.01365621303687882
2014-04,net25_underlying,fixed_50_unhedged,0.5,-0.01041740051707869
2014-05,net25_underlying,fixed_50_unhedged,0.5,0.009287773646960292
2014-06,net25_underlying,fixed_50_unhedged,0.5,0.013622221403695296
2014-07,net25_underlying,fixed_50_unhedged,0.5,0.006430600814758897
2014-08,net25_underlying,fixed_50_unhedged,0.5,0.018108148328574367
2014-09,net25_underlying,fixed_50_unhedged,0.5,-0.01701000839060661
2014-10,net25_underlying,fixed_50_unhedged,0.5,0.011794714428411866
2014-11,net25_underlying,fixed_50_unhedged,0.5,0.03989801514236825
2014-12,net25_underlying,fixed_50_unhedged,0.5,0.0021602323535721783
2015-01,net25_underlying,fixed_50_unhedged,0.5,0.029567871042544
2015-02,net25_underlying,fixed_50_unhedged,0.5,-0.0069626367351051125
2015-03,net25_underlying,fixed_50_unhedged,0.5,-0.006259258978844152
2015-04,net25_underlying,fixed_50_unhedged,0.5,-0.023714619494823123
2015-05,net25_underlying,fixed_50_unhedged,0.5,0.013540264955935686
2015-06,net25_underlying,fixed_50_unhedged,0.5,-0.020640746719819195
2015-07,net25_underlying,fixed_50_unhedged,0.5,0.021664551511015834
2015-08,net25_underlying,fixed_50_unhedged,0.5,-0.015650278443833515
2015-09,net25_underlying,fixed_50_unhedged,0.5,0.0033612329201013853
2015-10,net25_underlying,fixed_50_unhedged,0.5,-0.007141332639246869
2015-11,net25_underlying,fixed_50_unhedged,0.5,-0.0031543157048142343
2015-12,net25_underlying,fixed_50_unhedged,0.5,0.0016571401318206673
2016-01,net25_underlying,fixed_50_unhedged,0.5,0.012795998526430442
2016-02,net25_underlying,fixed_50_unhedged,0.5,0.031377895966965205
2016-03,net25_underlying,fixed_50_unhedged,0.5,-0.019147067351095327
2016-04,net25_underlying,fixed_50_unhedged,0.5,-0.0017954755236828054
2016-05,net25_underlying,fixed_50_unhedged,0.5,0.01847660959255018
2016-06,net25_underlying,fixed_50_unhedged,0.5,0.020547190906477636
2016-07,net25_underlying,fixed_50_unhedged,0.5,-0.004953430624617507
2016-08,net25_underlying,fixed_50_unhedged,0.5,-0.004987011254376849
2016-09,net25_underlying,fixed_50_unhedged,0.5,0.0049915985572674265
2016-10,net25_underlying,fixed_50_unhedged,0.5,-0.0005410584755004104
2016-11,net25_underlying,fixed_50_unhedged,0.5,0.0010026047977471728
2016-12,net25_underlying,fixed_50_unhedged,0.5,0.027831397004864644
2017-01,net25_underlying,fixed_50_unhedged,0.5,0.007018020547007769
2017-02,net25_underlying,fixed_50_unhedged,0.5,0.003418524575753361
