rank,combination,mean_decision_distance,min_pair_distance,max_pair_distance,historical_2023_set
654,BAA_Balanced | DM | EAA | LAA | VAA,0.8213831320037329,0.6100633829970151,0.9782608695652174,False
655,AAA | DM | FAA | GPM | RAA,0.8212690102739538,0.572727551709692,0.9833333333333334,False
656,BAA_Aggressive | FAA | KDA | QSF | RAA,0.8211411487453077,0.6910555849523415,0.9685534591194968,False
657,DAA | FAA | GTAA | LAA | QSF,0.8211163818541383,0.6386287149357383,0.9713964695689841,False
658,ADM | EAA | GTAA | LAA | VAA,0.8208500876202253,0.6616909988587124,0.971830985915493,False
659,ADM | DM | GPM | QSF | VAA,0.8208042324701472,0.6722152864474961,0.94245658087466,False
660,AAA | BAA_Balanced | DM | GTAA | LAA,0.8206676521846987,0.6173868639610561,0.9782608695652174,False
661,ADM | DAA | DM | PAA | RAA,0.8206603620687318,0.47314574773044266,0.9833333333333334,False
662,DAA | DM | FAA | RAA | VAA,0.8205789118857634,0.5416010540018475,0.9833333333333334,False
663,ADM | DM | GTAA | PAA | QSF,0.8204512557854047,0.6207275577645948,0.94245658087466,False
664,BAA_Balanced | DAA | DM | GTAA | LAA,0.8204502782226365,0.48759873106542545,0.9782608695652174,False
665,AAA | FAA | LAA | RAA | VAA,0.8204421383227141,0.6101254480286739,0.9713964695689841,False
666,ADM | FAA | KDA | LAA | PAA,0.8203202396096396,0.5616983147823471,0.971830985915493,False
667,ADM | BAA_Balanced | DM | KDA | QSF,0.8203104179065228,0.6197903396071828,0.94245658087466,False
668,ADM | EAA | FAA | RAA | VAA,0.8202813856272831,0.6616909988587124,0.9685534591194968,False
669,AAA | ADM | FAA | GPM | LAA,0.8202653687629443,0.572727551709692,0.971830985915493,False
670,BAA_Aggressive | DM | FAA | PAA | QSF,0.8201724754133703,0.6207275577645948,0.9345679012345679,False
671,ADM | EAA | FAA | GTAA | RAA,0.8201137300536775,0.6761751739272123,0.9685534591194968,False
672,ADM | DAA | KDA | LAA | RAA,0.8199757267261951,0.512192095569785,0.971830985915493,False
673,DAA | DM | EAA | QSF | RAA,0.8199247224796034,0.5291632268870916,0.9833333333333334,False
674,DM | EAA | FAA | KDA | LAA,0.8198272111838731,0.5477661727078487,0.9782608695652174,False
675,BAA_Aggressive | DAA | DM | LAA | PAA,0.8198127038683933,0.47314574773044266,0.9782608695652174,False
676,DM | GPM | KDA | LAA | VAA,0.8197769755273857,0.568024067826069,0.9782608695652174,False
677,BAA_Aggressive | DM | EAA | KDA | LAA,0.8197716134314483,0.5477661727078487,0.9782608695652174,False
678,DAA | GTAA | LAA | QSF | RAA,0.8197384041913478,0.6101254480286739,0.8961763830349048,False
679,BAA_Aggressive | BAA_Balanced | DM | LAA | RAA,0.8196447580451978,0.3512630769993555,0.9833333333333334,False
680,DM | FAA | GPM | PAA | RAA,0.8196331065667029,0.4815852393398689,0.9833333333333334,False
681,AAA | ADM | DAA | DM | RAA,0.8195264200899048,0.543667640607394,0.9833333333333334,False
682,FAA | GPM | GTAA | LAA | QSF,0.8194907944130885,0.6973058880504235,0.9713964695689841,False
683,DAA | DM | FAA | KDA | LAA,0.8194665989007828,0.512192095569785,0.9782608695652174,False
684,AAA | DM | KDA | LAA | QSF,0.8194602729481228,0.414185283893347,0.9782608695652174,False
685,BAA_Balanced | GTAA | LAA | QSF | VAA,0.8194597737460807,0.6956911375661375,0.9455331473025538,False
686,DM | KDA | LAA | PAA | QSF,0.8193446619224002,0.5616983147823471,0.9782608695652174,False
687,DAA | DM | GPM | GTAA | RAA,0.819319092889268,0.5711544972082562,0.9833333333333334,False
688,AAA | DM | KDA | LAA | RAA,0.8192587683669844,0.414185283893347,0.9833333333333334,False
689,BAA_Aggressive | DAA | GTAA | LAA | QSF,0.8192508842159377,0.7026323957812348,0.9004281650931979,False
690,ADM | BAA_Aggressive | KDA | LAA | PAA,0.8191684095170425,0.5616983147823471,0.971830985915493,False
691,ADM | DM | EAA | KDA | RAA,0.8191279706384641,0.5477661727078487,0.9833333333333334,False
692,BAA_Balanced | DM | EAA | GTAA | LAA,0.8190671214943006,0.6100633829970151,0.9782608695652174,False
693,ADM | GPM | KDA | LAA | RAA,0.8190517740579886,0.568024067826069,0.971830985915493,False
694,BAA_Balanced | FAA | GTAA | QSF | RAA,0.8190231210263386,0.6956911375661375,0.9685534591194968,False
695,ADM | BAA_Aggressive | DM | FAA | GPM,0.8189423125571977,0.6119069769138721,0.9345096613216025,False
696,ADM | BAA_Balanced | FAA | LAA | PAA,0.8189284295318029,0.5048597299877837,0.971830985915493,False
697,BAA_Aggressive | DM | GTAA | QSF | VAA,0.8189278096907856,0.6982793498867158,0.9345679012345679,False
698,FAA | GPM | LAA | RAA | VAA,0.8189231524137897,0.6101254480286739,0.9713964695689841,False
699,DAA | DM | FAA | GTAA | QSF,0.8188849576137768,0.6386287149357383,0.9345679012345679,False
700,ADM | FAA | GPM | LAA | PAA,0.8187927654079147,0.4815852393398689,0.971830985915493,False
701,BAA_Balanced | DM | FAA | PAA | RAA,0.8187898795406564,0.5048597299877837,0.9833333333333334,False
702,BAA_Aggressive | DM | KDA | PAA | RAA,0.8187653010017641,0.5616983147823471,0.9833333333333334,False
703,AAA | BAA_Aggressive | DM | GPM | LAA,0.818683437273733,0.572727551709692,0.9782608695652174,False
704,BAA_Aggressive | DAA | DM | RAA | VAA,0.8186822085062456,0.5416010540018475,0.9833333333333334,False
705,ADM | FAA | GPM | GTAA | QSF,0.8186335481696588,0.6973058880504235,0.94245658087466,False
706,DAA | DM | EAA | LAA | RAA,0.8185554631723961,0.5291632268870916,0.9833333333333334,False
707,BAA_Balanced | DM | LAA | PAA | VAA,0.8185449286949547,0.5048597299877837,0.9782608695652174,False
708,DAA | DM | LAA | PAA | QSF,0.8184944406648752,0.47314574773044266,0.9782608695652174,False
709,AAA | BAA_Aggressive | DM | FAA | QSF,0.8184051157215977,0.6618125940389378,0.9345679012345679,False
710,AAA | DM | FAA | LAA | PAA,0.8183770057514435,0.5336021302606438,0.9782608695652174,False
711,ADM | BAA_Balanced | FAA | GTAA | QSF,0.818362185562998,0.6956911375661375,0.94245658087466,False
712,ADM | BAA_Aggressive | GTAA | KDA | RAA,0.8182807051137233,0.6193150680482424,0.928538090936465,False
713,ADM | BAA_Aggressive | EAA | LAA | VAA,0.8182068576859372,0.6616909988587124,0.971830985915493,False
714,ADM | BAA_Aggressive | DAA | LAA | VAA,0.8181072637261633,0.5416010540018475,0.971830985915493,False
715,AAA | DM | GPM | LAA | VAA,0.8180543469140955,0.572727551709692,0.9782608695652174,False
716,ADM | BAA_Aggressive | DAA | GTAA | QSF,0.8179628206290742,0.7026323957812348,0.94245658087466,False
717,ADM | BAA_Aggressive | DAA | FAA | QSF,0.8179578837792836,0.6386287149357383,0.94245658087466,False
718,DM | EAA | KDA | LAA | QSF,0.8178532539005106,0.5477661727078487,0.9782608695652174,False
719,ADM | FAA | GTAA | KDA | RAA,0.8177680755439566,0.6193150680482424,0.9685534591194968,False
720,AAA | ADM | FAA | RAA | VAA,0.817727020793288,0.6618125940389378,0.9685534591194968,False
721,AAA | ADM | DAA | LAA | RAA,0.8177223994893235,0.543667640607394,0.971830985915493,False
722,ADM | DAA | FAA | LAA | VAA,0.817667983045373,0.5416010540018475,0.971830985915493,False
723,ADM | EAA | FAA | GPM | LAA,0.8176506852522113,0.5418138608965833,0.971830985915493,False
724,ADM | DM | EAA | GTAA | QSF,0.8175874617511137,0.66262737884406,0.94245658087466,False
725,BAA_Aggressive | DAA | DM | KDA | RAA,0.8175254224055829,0.512192095569785,0.9833333333333334,False
726,BAA_Balanced | GTAA | LAA | QSF | RAA,0.8175095827061337,0.6101254480286739,0.8961763830349048,False
727,DM | EAA | FAA | KDA | RAA,0.8174633249905054,0.5477661727078487,0.9833333333333334,False
728,ADM | BAA_Aggressive | FAA | KDA | QSF,0.817441620612243,0.6910555849523415,0.94245658087466,False
729,ADM | BAA_Aggressive | GTAA | PAA | RAA,0.8173915036070791,0.6808625540157344,0.928538090936465,False
730,BAA_Aggressive | FAA | QSF | RAA | VAA,0.8172566303956913,0.6982793498867158,0.9685534591194968,False
731,BAA_Aggressive | DM | FAA | QSF | VAA,0.8171960418972721,0.6982793498867158,0.9345679012345679,False
732,BAA_Aggressive | KDA | LAA | QSF | RAA,0.8171860741210557,0.6101254480286739,0.9090193586767458,False
733,ADM | BAA_Balanced | GPM | QSF | RAA,0.8171693923461794,0.5226251714677641,0.94245658087466,False
734,ADM | GPM | KDA | QSF | RAA,0.8171508435478307,0.568024067826069,0.94245658087466,False
735,ADM | BAA_Aggressive | BAA_Balanced | FAA | LAA,0.8171374401867475,0.3512630769993555,0.971830985915493,True
736,DM | GPM | GTAA | KDA | LAA,0.8170371646449256,0.568024067826069,0.9782608695652174,False
737,DAA | DM | FAA | LAA | PAA,0.8168486193780782,0.47314574773044266,0.9782608695652174,False
738,ADM | DAA | GPM | GTAA | LAA,0.816846094188104,0.5711544972082562,0.971830985915493,False
739,ADM | BAA_Aggressive | DAA | KDA | LAA,0.8168430308146283,0.512192095569785,0.971830985915493,False
740,BAA_Balanced | DM | KDA | RAA | VAA,0.8167585412125634,0.6197903396071828,0.9833333333333334,False
741,ADM | DAA | EAA | LAA | QSF,0.8167550957706506,0.5291632268870916,0.971830985915493,False
742,BAA_Balanced | LAA | QSF | RAA | VAA,0.8166267702166425,0.6101254480286739,0.9455331473025538,False
743,ADM | BAA_Balanced | KDA | LAA | VAA,0.8166087912853117,0.6197903396071828,0.971830985915493,False
744,BAA_Aggressive | BAA_Balanced | DM | GTAA | LAA,0.8164581744642836,0.3512630769993555,0.9782608695652174,False
745,ADM | DAA | GPM | LAA | RAA,0.8164554020789033,0.5711544972082562,0.971830985915493,False
746,BAA_Balanced | DM | GTAA | QSF | VAA,0.8162801945972425,0.6956911375661375,0.9345679012345679,False
747,AAA | ADM | BAA_Aggressive | GTAA | RAA,0.8162514646453365,0.6509201041906078,0.928538090936465,False
748,BAA_Balanced | DM | LAA | PAA | RAA,0.8161612990456588,0.5048597299877837,0.9833333333333334,False
749,ADM | BAA_Aggressive | BAA_Balanced | DM | RAA,0.8160680754009411,0.3512630769993555,0.9833333333333334,False
750,AAA | DM | GPM | GTAA | LAA,0.8160549300395067,0.572727551709692,0.9782608695652174,False
751,ADM | DM | GTAA | KDA | QSF,0.8160377988125196,0.6193150680482424,0.94245658087466,False
752,BAA_Aggressive | BAA_Balanced | DM | FAA | RAA,0.8159558427315675,0.3512630769993555,0.9833333333333334,False
753,ADM | BAA_Aggressive | KDA | RAA | VAA,0.8158726299973249,0.6443260614016753,0.928538090936465,False
754,ADM | BAA_Balanced | LAA | PAA | QSF,0.8158071716092647,0.5048597299877837,0.971830985915493,False
755,BAA_Aggressive | DAA | DM | EAA | LAA,0.8157916522767138,0.5291632268870916,0.9782608695652174,False
756,DM | FAA | GTAA | QSF | VAA,0.8157456545862702,0.6973058880504235,0.9345679012345679,False
757,ADM | GTAA | PAA | RAA | VAA,0.8156661040872653,0.6808625540157344,0.928538090936465,False
758,BAA_Aggressive | LAA | QSF | RAA | VAA,0.8156595747227733,0.6101254480286739,0.9455331473025538,False
759,BAA_Aggressive | DM | GPM | GTAA | QSF,0.8156374266771284,0.6119069769138721,0.9345679012345679,False
760,AAA | ADM | BAA_Balanced | DM | QSF,0.8156330494234721,0.6173868639610561,0.94245658087466,False
761,AAA | DM | LAA | PAA | RAA,0.815603014001869,0.5336021302606438,0.9833333333333334,False
762,ADM | BAA_Aggressive | DM | FAA | GTAA,0.8155502160585044,0.6722152864474961,0.9244038559107052,False
763,AAA | BAA_Aggressive | FAA | QSF | RAA,0.8155487220624629,0.6618125940389378,0.9685534591194968,False
764,AAA | BAA_Aggressive | DM | KDA | LAA,0.8153624035686213,0.414185283893347,0.9782608695652174,False
765,ADM | BAA_Balanced | FAA | KDA | RAA,0.8153193419536195,0.6197903396071828,0.9685534591194968,False
766,ADM | BAA_Balanced | DM | EAA | QSF,0.8152013745962032,0.6100633829970151,0.94245658087466,False
767,ADM | BAA_Aggressive | FAA | GPM | QSF,0.8151820591780682,0.6119069769138721,0.94245658087466,False
768,AAA | DAA | DM | FAA | LAA,0.8150767677051854,0.543667640607394,0.9782608695652174,False
769,AAA | ADM | BAA_Balanced | LAA | VAA,0.8149955118375848,0.6173868639610561,0.971830985915493,False
770,DAA | DM | EAA | FAA | LAA,0.8149467827820939,0.5291632268870916,0.9782608695652174,False
771,ADM | FAA | GPM | KDA | RAA,0.8148088576751407,0.568024067826069,0.9685534591194968,False
772,AAA | ADM | DM | GTAA | QSF,0.8147612815083184,0.6509201041906078,0.94245658087466,False
773,FAA | GTAA | KDA | LAA | QSF,0.8146787486030016,0.6193150680482424,0.9713964695689841,False
774,BAA_Balanced | DM | FAA | QSF | VAA,0.8146720343866806,0.7039891840648093,0.9345679012345679,False
775,AAA | BAA_Aggressive | DAA | DM | RAA,0.8146631877081818,0.543667640607394,0.9833333333333334,False
776,AAA | ADM | BAA_Aggressive | DAA | LAA,0.8146618374277782,0.543667640607394,0.971830985915493,False
777,DM | EAA | KDA | QSF | RAA,0.8146311538595766,0.5477661727078487,0.9833333333333334,False
778,DM | EAA | GPM | LAA | QSF,0.8146258549468843,0.5418138608965833,0.9782608695652174,False
779,ADM | DM | EAA | LAA | PAA,0.8146208942484929,0.4098810557547072,0.9782608695652174,False
780,AAA | ADM | DM | PAA | RAA,0.8144956514973799,0.5336021302606438,0.9833333333333334,False
781,AAA | BAA_Balanced | DM | RAA | VAA,0.8144642204542855,0.6173868639610561,0.9833333333333334,False
782,AAA | ADM | GPM | QSF | RAA,0.8144425733154801,0.572727551709692,0.94245658087466,False
783,ADM | BAA_Balanced | EAA | QSF | RAA,0.8144322091415317,0.6100633829970151,0.94245658087466,False
784,ADM | BAA_Aggressive | DM | GTAA | PAA,0.8144149274302375,0.6722152864474961,0.9244038559107052,False
785,BAA_Aggressive | BAA_Balanced | DM | LAA | VAA,0.8143656845498073,0.3512630769993555,0.9782608695652174,False
786,AAA | ADM | FAA | GTAA | RAA,0.8143502423853605,0.6509201041906078,0.9685534591194968,False
787,BAA_Balanced | FAA | KDA | LAA | QSF,0.8142699031197799,0.6197903396071828,0.9713964695689841,False
788,AAA | ADM | DM | EAA | LAA,0.8142451919518127,0.5014424797616902,0.9782608695652174,False
789,DAA | FAA | GTAA | QSF | RAA,0.8141886960210286,0.6386287149357383,0.9685534591194968,False
790,AAA | ADM | KDA | LAA | QSF,0.8141534755200575,0.414185283893347,0.971830985915493,False
791,AAA | ADM | GPM | LAA | RAA,0.8141212407057182,0.572727551709692,0.971830985915493,False
792,ADM | EAA | QSF | RAA | VAA,0.8140856609265421,0.6616909988587124,0.94245658087466,False
793,ADM | BAA_Aggressive | GPM | GTAA | RAA,0.8140328545410489,0.6119069769138721,0.928538090936465,False
794,DAA | DM | LAA | PAA | RAA,0.8139612183797389,0.47314574773044266,0.9833333333333334,False
795,ADM | BAA_Aggressive | PAA | RAA | VAA,0.8139591597093938,0.6956308595562981,0.928538090936465,False
796,BAA_Balanced | FAA | QSF | RAA | VAA,0.8138729617115212,0.7039891840648093,0.9685534591194968,False
797,ADM | BAA_Balanced | GPM | LAA | VAA,0.8137462114506485,0.5226251714677641,0.971830985915493,False
798,AAA | FAA | GTAA | LAA | QSF,0.8136435281275372,0.6509201041906078,0.9713964695689841,False
799,AAA | DM | KDA | QSF | RAA,0.8134768777831102,0.414185283893347,0.9833333333333334,False
800,DAA | DM | FAA | KDA | RAA,0.8133512415297861,0.512192095569785,0.9833333333333334,False
801,BAA_Balanced | DM | GTAA | LAA | PAA,0.8133036701246159,0.5048597299877837,0.9782608695652174,False
802,BAA_Aggressive | DAA | FAA | QSF | RAA,0.8132990868445031,0.6386287149357383,0.9685534591194968,False
803,BAA_Balanced | FAA | GTAA | LAA | RAA,0.8132329735550066,0.6101254480286739,0.9713964695689841,False
804,DM | KDA | LAA | PAA | VAA,0.8131920949120393,0.5616983147823471,0.9782608695652174,False
805,AAA | DAA | DM | GTAA | LAA,0.8131778540203344,0.543667640607394,0.9782608695652174,False
806,ADM | PAA | QSF | RAA | VAA,0.8131321900555311,0.6207275577645948,0.94245658087466,False
807,BAA_Balanced | DAA | DM | FAA | RAA,0.8131125279447939,0.48759873106542545,0.9833333333333334,False
808,AAA | ADM | BAA_Aggressive | RAA | VAA,0.8131029955210668,0.6685271574653294,0.928538090936465,False
809,BAA_Aggressive | DM | GTAA | KDA | QSF,0.8131008802111641,0.6193150680482424,0.9345679012345679,False
810,BAA_Balanced | GTAA | LAA | RAA | VAA,0.8129811525824063,0.6101254480286739,0.9455331473025538,False
811,BAA_Balanced | DM | PAA | QSF | RAA,0.8128958479839202,0.5048597299877837,0.9833333333333334,False
812,ADM | KDA | LAA | PAA | QSF,0.8128554514156996,0.5616983147823471,0.971830985915493,False
813,BAA_Aggressive | DAA | FAA | LAA | RAA,0.8128220812211738,0.6101254480286739,0.9713964695689841,False
814,BAA_Balanced | DM | GPM | RAA | VAA,0.8128034269916589,0.5226251714677641,0.9833333333333334,False
815,AAA | BAA_Aggressive | LAA | QSF | RAA,0.8127711024704111,0.6101254480286739,0.9004281650931979,False
816,DM | EAA | GPM | LAA | RAA,0.8127312938843587,0.5418138608965833,0.9833333333333334,False
817,ADM | BAA_Balanced | DAA | LAA | RAA,0.812722273784998,0.48759873106542545,0.971830985915493,False
818,ADM | BAA_Aggressive | GPM | KDA | LAA,0.8125947843315442,0.568024067826069,0.971830985915493,False
819,DM | GPM | LAA | PAA | VAA,0.8125449722409419,0.4815852393398689,0.9782608695652174,False
820,ADM | DM | FAA | GPM | GTAA,0.8125226770940523,0.6722152864474961,0.9345096613216025,False
821,BAA_Balanced | DM | EAA | RAA | VAA,0.8124158620536439,0.6100633829970151,0.9833333333333334,False
822,AAA | DM | LAA | PAA | QSF,0.8123973759229914,0.5336021302606438,0.9782608695652174,False
823,AAA | GTAA | LAA | QSF | RAA,0.8123789597135112,0.6101254480286739,0.8961763830349048,False
824,BAA_Aggressive | DM | EAA | FAA | QSF,0.8123505851802658,0.66262737884406,0.9345679012345679,False
825,AAA | BAA_Aggressive | DM | GTAA | QSF,0.8123348539361712,0.6509201041906078,0.9345679012345679,False
826,AAA | BAA_Aggressive | GTAA | LAA | QSF,0.8122661559325012,0.6509201041906078,0.9004281650931979,False
827,ADM | BAA_Balanced | DAA | FAA | LAA,0.8121655778297073,0.48759873106542545,0.971830985915493,False
828,FAA | GTAA | KDA | LAA | RAA,0.812164642469063,0.6101254480286739,0.9713964695689841,False
829,BAA_Aggressive | FAA | GPM | LAA | QSF,0.812146173843446,0.6119069769138721,0.9713964695689841,False
830,GTAA | KDA | LAA | QSF | RAA,0.8120977213487881,0.6101254480286739,0.9090193586767458,False
831,DM | EAA | GPM | GTAA | LAA,0.8120953783642018,0.5418138608965833,0.9782608695652174,False
832,AAA | DM | FAA | PAA | RAA,0.8120451148111278,0.5336021302606438,0.9833333333333334,False
833,DAA | DM | GPM | LAA | VAA,0.8120400709075783,0.5416010540018475,0.9782608695652174,False
834,DM | KDA | PAA | QSF | RAA,0.812015553326531,0.5616983147823471,0.9833333333333334,False
835,ADM | BAA_Aggressive | FAA | PAA | QSF,0.8119957833633489,0.6207275577645948,0.94245658087466,False
836,ADM | EAA | GTAA | RAA | VAA,0.8119608548414776,0.6616909988587124,0.928538090936465,False
837,BAA_Aggressive | DM | GPM | KDA | RAA,0.811943483092797,0.568024067826069,0.9833333333333334,False
838,BAA_Aggressive | GTAA | KDA | LAA | QSF,0.8119127837177563,0.6193150680482424,0.9090193586767458,False
839,FAA | LAA | PAA | RAA | VAA,0.8118857795737109,0.6101254480286739,0.9713964695689841,False
840,ADM | KDA | LAA | PAA | RAA,0.8118759566028133,0.5616983147823471,0.971830985915493,False
841,BAA_Aggressive | DM | EAA | KDA | RAA,0.8118562958419047,0.5477661727078487,0.9833333333333334,False
842,ADM | BAA_Aggressive | BAA_Balanced | DM | QSF,0.8118347990553266,0.3512630769993555,0.94245658087466,False
843,ADM | DM | GPM | KDA | QSF,0.8118176726265242,0.568024067826069,0.94245658087466,False
844,FAA | GPM | GTAA | QSF | RAA,0.8118114985454282,0.6973058880504235,0.9685534591194968,False
845,ADM | EAA | FAA | KDA | LAA,0.811762083090815,0.5477661727078487,0.971830985915493,False
846,ADM | BAA_Aggressive | EAA | GTAA | RAA,0.8117456168460917,0.6751456348063919,0.928538090936465,False
847,DAA | DM | EAA | FAA | RAA,0.8117317243431634,0.5291632268870916,0.9833333333333334,False
848,FAA | GPM | LAA | QSF | VAA,0.8117193307704978,0.7039891840648093,0.9713964695689841,False
849,BAA_Aggressive | FAA | GTAA | LAA | VAA,0.8117137385886342,0.6973058880504235,0.9713964695689841,False
850,ADM | EAA | KDA | LAA | QSF,0.8117026855940843,0.5477661727078487,0.971830985915493,False
851,KDA | LAA | QSF | RAA | VAA,0.811604948759643,0.6101254480286739,0.9455331473025538,False
852,AAA | ADM | GTAA | RAA | VAA,0.8115951290504151,0.6509201041906078,0.928538090936465,False
853,DAA | DM | GTAA | KDA | LAA,0.8114828825103547,0.512192095569785,0.9782608695652174,False
854,AAA | ADM | BAA_Aggressive | FAA | QSF,0.8114108367502114,0.6618125940389378,0.94245658087466,False
855,BAA_Aggressive | DAA | LAA | QSF | RAA,0.8113982340572369,0.6101254480286739,0.9004281650931979,False
856,BAA_Balanced | DM | GTAA | KDA | RAA,0.8113974260023303,0.6193150680482424,0.9833333333333334,False
857,AAA | DM | EAA | LAA | RAA,0.811379545828966,0.5014424797616902,0.9833333333333334,False
858,BAA_Balanced | DM | GPM | GTAA | RAA,0.8113580681509374,0.5226251714677641,0.9833333333333334,False
859,ADM | BAA_Balanced | EAA | LAA | RAA,0.8112494860107857,0.6100633829970151,0.971830985915493,False
860,ADM | BAA_Balanced | GPM | GTAA | LAA,0.8111976534294099,0.5226251714677641,0.971830985915493,False
861,ADM | BAA_Aggressive | BAA_Balanced | QSF | RAA,0.8111481104588562,0.3512630769993555,0.94245658087466,False
862,AAA | LAA | QSF | RAA | VAA,0.8111457931164947,0.6101254480286739,0.9455331473025538,False
863,ADM | BAA_Aggressive | DM | GPM | GTAA,0.8110784679921526,0.6119069769138721,0.9345096613216025,False
864,AAA | ADM | BAA_Aggressive | LAA | PAA,0.8110300431742612,0.5336021302606438,0.971830985915493,False
865,ADM | DAA | FAA | GTAA | QSF,0.8110247613580677,0.6386287149357383,0.94245658087466,False
866,ADM | BAA_Balanced | EAA | FAA | RAA,0.8110062902144268,0.6100633829970151,0.9685534591194968,False
867,BAA_Balanced | DM | EAA | GTAA | RAA,0.8110042636856042,0.6100633829970151,0.9833333333333334,False
868,ADM | BAA_Aggressive | DAA | DM | GTAA,0.8109455507173052,0.6722152864474961,0.9244038559107052,False
869,ADM | DAA | LAA | PAA | QSF,0.8109128994691513,0.47314574773044266,0.971830985915493,False
870,DM | EAA | GPM | LAA | VAA,0.8108856724044685,0.5418138608965833,0.9782608695652174,False
871,DAA | DM | EAA | GTAA | LAA,0.8108592300543102,0.5291632268870916,0.9782608695652174,False
872,DM | GPM | GTAA | LAA | PAA,0.8108294301397688,0.4815852393398689,0.9782608695652174,False
873,FAA | KDA | LAA | QSF | VAA,0.8108230413299227,0.6443260614016753,0.9713964695689841,False
874,AAA | ADM | FAA | LAA | PAA,0.8107932805766493,0.5336021302606438,0.971830985915493,False
875,FAA | GPM | GTAA | LAA | RAA,0.8107025391343823,0.6101254480286739,0.9713964695689841,False
876,DM | GPM | GTAA | QSF | VAA,0.8106872648737788,0.7091522244848897,0.9345679012345679,False
877,ADM | BAA_Balanced | FAA | GPM | RAA,0.8104838762020874,0.5226251714677641,0.9685534591194968,False
878,DM | GPM | KDA | RAA | VAA,0.8103837646039599,0.568024067826069,0.9833333333333334,False
879,BAA_Aggressive | FAA | LAA | PAA | RAA,0.8103331059254867,0.6101254480286739,0.9713964695689841,False
880,ADM | DAA | FAA | KDA | LAA,0.8103328658785237,0.512192095569785,0.971830985915493,False
881,DAA | DM | PAA | QSF | RAA,0.8103141598234431,0.47314574773044266,0.9833333333333334,False
882,BAA_Aggressive | GTAA | QSF | RAA | VAA,0.8102871526689339,0.6982793498867158,0.9174277016742772,False
883,ADM | BAA_Aggressive | DM | EAA | FAA,0.8102800686117103,0.6722152864474961,0.9244038559107052,False
884,BAA_Aggressive | DM | GPM | LAA | PAA,0.810243126525472,0.4815852393398689,0.9782608695652174,False
885,BAA_Balanced | DM | FAA | GPM | QSF,0.8102022049037224,0.5226251714677641,0.9345679012345679,False
886,ADM | DAA | FAA | GPM | RAA,0.8101582638590695,0.5711544972082562,0.9685534591194968,False
887,ADM | BAA_Balanced | GTAA | KDA | LAA,0.8101444768945616,0.6193150680482424,0.971830985915493,False
888,AAA | ADM | DM | KDA | LAA,0.8100582855948989,0.414185283893347,0.9782608695652174,False
889,DAA | DM | GTAA | LAA | PAA,0.8100143960698837,0.47314574773044266,0.9782608695652174,False
890,AAA | BAA_Aggressive | DM | PAA | RAA,0.8099458933484319,0.5336021302606438,0.9833333333333334,False
891,DM | FAA | GPM | QSF | VAA,0.809922213715381,0.7039891840648093,0.9345679012345679,False
892,AAA | BAA_Balanced | DM | GTAA | RAA,0.8098434992519236,0.6173868639610561,0.9833333333333334,False
893,AAA | BAA_Balanced | FAA | LAA | QSF,0.8098338314654663,0.6173868639610561,0.9713964695689841,False
894,ADM | EAA | KDA | LAA | RAA,0.8098138814726303,0.5477661727078487,0.971830985915493,False
895,DM | EAA | GPM | QSF | RAA,0.8098009726258372,0.5418138608965833,0.9833333333333334,False
896,ADM | BAA_Balanced | GPM | LAA | RAA,0.8097177679313969,0.5226251714677641,0.971830985915493,False
897,ADM | BAA_Aggressive | DAA | GPM | LAA,0.8096958300080805,0.5711544972082562,0.971830985915493,False
898,ADM | GTAA | KDA | RAA | VAA,0.8096685535113057,0.6193150680482424,0.928538090936465,False
899,DAA | DM | FAA | PAA | RAA,0.8095265523842123,0.47314574773044266,0.9833333333333334,False
900,BAA_Aggressive | KDA | LAA | RAA | VAA,0.8094848372463446,0.6101254480286739,0.9455331473025538,False
901,ADM | BAA_Aggressive | FAA | QSF | VAA,0.8094221852840405,0.6982793498867158,0.94245658087466,False
902,AAA | GTAA | LAA | RAA | VAA,0.8093998212486859,0.6101254480286739,0.9455331473025538,False
903,ADM | BAA_Balanced | EAA | LAA | VAA,0.8093420874345038,0.6100633829970151,0.971830985915493,False
904,BAA_Aggressive | DAA | DM | GPM | RAA,0.8092856872127939,0.5711544972082562,0.9833333333333334,False
905,AAA | ADM | BAA_Balanced | GTAA | LAA,0.8092715914547057,0.6173868639610561,0.971830985915493,False
906,ADM | GPM | KDA | LAA | VAA,0.8092551235267736,0.568024067826069,0.971830985915493,False
907,BAA_Aggressive | DM | GTAA | PAA | QSF,0.8091669040046006,0.6207275577645948,0.9345679012345679,False
908,EAA | FAA | LAA | QSF | RAA,0.8091517817586407,0.6101254480286739,0.9713964695689841,False
909,AAA | DAA | DM | FAA | RAA,0.8091004141421761,0.543667640607394,0.9833333333333334,False
910,AAA | DM | EAA | LAA | QSF,0.8090832170586563,0.5014424797616902,0.9782608695652174,False
911,AAA | FAA | LAA | QSF | VAA,0.8090474268465873,0.6618125940389378,0.9713964695689841,False
912,AAA | FAA | GTAA | LAA | RAA,0.8090461626816662,0.6101254480286739,0.9713964695689841,False
913,ADM | FAA | GTAA | QSF | VAA,0.8090182564962773,0.6973058880504235,0.94245658087466,False
914,ADM | FAA | KDA | PAA | RAA,0.8090128089866223,0.5616983147823471,0.9685534591194968,False
915,AAA | BAA_Aggressive | DM | EAA | LAA,0.8089904511276835,0.5014424797616902,0.9782608695652174,False
